query,slot filling
What stocks have the cheapest current cost?,O select-stock O O order-by-current_price-asc select-current_price select-current_price
Which stocks currently have the most affordable costs?,O select-stock select-current_price O O order-by-current_price-asc order-by-current_price-asc select-current_price
Can you list the stocks with the cheapest current market costs?,O O O O select-stock O O order-by-current_price-asc select-current_price O select-current_price
What stocks currently exhibit the cheapest market worths?,O select-stock select-current_price O O order-by-current_price-asc O select-current_price
Which stocks have the most economical costs at present?,O select-stock O O order-by-current_price-asc order-by-current_price-asc select-current_price O select-current_price
Can you identify the stocks with the least expensive current costs?,O O O O select-stock O O order-by-current_price-asc O select-current_price select-current_price
What stocks presently have the cheapest market worths?,O select-stock select-current_price O O order-by-current_price-asc O select-current_price
Which stocks currently offer the most budget friendly costs?,O select-stock O O O order-by-current_price-asc order-by-current_price-asc order-by-current_price-asc select-current_price
Can you specify the stocks with the cheapest current stock costs?,O O O O select-stock O O order-by-current_price-asc select-current_price O select-current_price
What stocks currently display the most cost effective market worths?,O select-stock select-current_price O O order-by-current_price-asc order-by-current_price-asc select-current_price O select-current_price
Which stocks are currently costed the cheapest in the market?,O select-stock O select-current_price select-current_price O order-by-current_price-asc O O O
Can you list the stocks with the most inexpensive current market costs?,O O O O select-stock O O order-by-current_price-asc order-by-current_price-asc select-current_price O select-current_price
What stocks currently showcase the cheapest stock costs?,O select-stock select-current_price O O order-by-current_price-asc select-stock select-current_price
Which stocks have the most competitively costed shares at the moment?,O select-stock O O order-by-current_price-asc order-by-current_price-asc select-current_price O O O O
Can you identify the stocks with the cheapest current share costs?,O O O O select-stock O O order-by-current_price-asc select-current_price O select-current_price
What stocks currently feature the most budget conscious market worths?,O select-stock select-current_price O O order-by-current_price-asc order-by-current_price-asc O O select-current_price
Which stocks are presently costed at the cheapest levels in the market?,O select-stock O O select-current_price O O order-by-current_price-asc O O O O
Can you specify the stocks with the most economical current costs?,O O O O select-stock O O order-by-current_price-asc order-by-current_price-asc O select-current_price
What stocks currently present the most cost effective market worths?,O select-stock O O O order-by-current_price-asc O order-by-current_price-asc O select-current_price
Which stocks currently have the most pocket friendly costs?,O select-stock O O O order-by-current_price-asc O order-by-current_price-asc select-current_price
Can you list the stocks with the cheapest current market worths?,O O O O select-stock O O order-by-current_price-asc O O select-current_price
What stocks presently have the most affordable market costs?,O select-stock O O O order-by-current_price-asc order-by-current_price-asc O select-current_price
Which stocks are currently costed the cheapest in the stock market?,O select-stock O O select-current_price O order-by-current_price-asc O O O O
Can you identify the stocks with the most competitively costed shares presently?,O O O O select-stock O O order-by-current_price-asc order-by-current_price-asc select-current_price O O
What stocks currently exhibit the cheapest stock costs?,O select-stock O O O order-by-current_price-asc O select-current_price
What stocks have the greatest current price?,O select-stock O O order-by-current_price-desc O select-current_price
Can you list the stocks with the greatest present value?,O O O O select-stock O O order-by-current_price-desc O select-current_price
Which stocks currently possess the greatest price in the market?,O select-stock O O O order-by-current_price-desc select-current_price O O O
Can you identify the stocks with the greatest current market value?,O O O O select-stock O O order-by-current_price-desc O O select-current_price
What stocks currently hold the greatest stock price?,O select-stock O O O order-by-current_price-desc O select-current_price
Which stocks currently command the greatest market price?,O select-stock O O O order-by-current_price-desc O select-current_price
Can you specify the stocks with the maximum current share price?,O O O O select-stock O O order-by-current_price-desc O O select-current_price
